. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 13 56 . 25 46 . 12 34 . 13 56 . 25 46 12 6 1 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 15 36 . 26 45 . 12 34 . 15 36 . 26 45 12 6 2 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 . . 12 . . 34 . 35 16 . 46 15 . . 34 . 35 26 . 46 25 12 6 3 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 . . 12 . . 34 . 35 16 . 56 14 . . 34 . 35 26 . 56 24 12 6 4 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 . . 12 . 13 24 . 35 . . 45 12 . 13 24 . 35 12 . 45 . 12 5 5 (12,2)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 12 34 . . . . 15 36 . 16 35 . . . . 25 46 . 26 45 12 6 6 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 12 34 . 13 24 . . . . 12 34 . 13 24 . 12 34 . . . 12 4 7 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 12 34 . 13 24 . . 34 . 12 . . 13 24 . 12 . . . 34 12 4 8 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 13 24 . . . . 15 36 56 13 . . . . . 25 46 56 . 24 12 6 9 (12,1)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 13 24 . . 12 . . 35 . 13 25 . . 12 . 12 45 . . 45 12 5 10 (12,2)
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 34 . 13 24 . . 14 . . 45 . 15 . . . 14 . 12 35 . 35 24 12 5 11 (12,1)
